mario_pright: .word 16, 32
.byte 199,199,199,83,83,83,83,83,83,83,83,83,83,83,199,199,
199,199,83,191,191,191,191,191,191,191,191,127,255,191,83,199,
199,83,118,191,191,191,191,83,83,83,83,83,83,83,83,83,
199,83,118,118,191,191,83,83,191,83,191,83,191,83,199,199,
83,191,83,191,83,83,83,191,191,83,191,83,191,83,83,199,
83,191,83,191,83,191,191,191,191,191,191,191,191,191,191,83,
83,83,118,191,191,191,191,191,191,83,191,191,191,191,191,83,
199,83,83,118,191,191,191,191,83,83,83,83,83,83,83,199,
199,199,83,83,83,191,191,191,191,191,83,83,83,83,199,199,
199,199,199,83,83,83,83,83,83,83,83,83,83,199,199,199,
199,199,83,118,191,191,191,191,191,118,191,191,83,83,83,199,
199,83,83,83,118,191,191,191,118,191,191,191,118,83,191,83,
83,191,191,191,83,191,191,191,118,118,191,191,118,83,83,83,
83,191,191,83,118,118,191,191,191,191,118,118,83,83,199,199,
199,83,83,118,191,191,191,191,83,199,83,191,191,191,83,199,
199,199,83,118,118,191,191,191,191,83,83,118,191,191,191,83,
199,199,199,83,83,83,83,83,83,83,83,83,83,83,199,199,
199,199,83,191,191,191,191,191,191,191,191,127,255,191,83,199,
199,83,118,191,191,191,191,83,83,83,83,83,83,83,83,83,
199,83,118,191,191,191,83,83,191,83,191,83,191,83,199,199,
83,191,83,191,83,83,83,191,191,83,191,83,191,83,83,199,
83,191,83,191,83,191,191,191,191,191,191,191,191,191,191,83,
83,83,118,191,191,191,191,191,191,83,191,191,191,191,191,83,
199,83,83,118,191,191,191,191,83,83,83,83,83,83,83,199,
199,199,83,83,83,191,191,191,191,191,83,83,83,83,199,199,
199,199,199,83,83,83,83,83,83,83,83,83,83,83,83,199,
199,83,83,83,191,191,191,191,191,118,191,191,83,191,191,83,
83,191,191,191,83,191,191,191,118,191,191,191,118,83,191,83,
83,191,191,83,118,191,191,191,118,118,191,191,118,83,83,199,
199,83,83,83,118,118,191,191,191,191,118,118,83,83,83,199,
199,199,83,118,191,191,191,83,199,199,199,83,118,191,191,83,
199,83,83,83,83,83,83,199,199,199,199,199,83,83,83,83,


