mario_pml: .word 16, 16
.byte 199,199,83,83,83,83,83,83,83,83,83,83,83,199,199,199,
199,83,191,255,127,191,191,191,191,191,191,191,191,83,199,199,
83,83,83,83,83,83,83,83,83,191,191,191,191,118,83,199,
199,199,83,191,83,191,83,191,83,83,191,191,191,118,83,199,
199,83,83,191,83,191,83,191,191,83,83,83,191,83,191,83,
83,191,191,191,191,191,191,191,191,191,191,83,191,83,191,83,
83,191,191,191,191,191,83,191,191,191,191,191,191,118,83,83,
199,83,83,83,83,83,83,83,191,191,191,191,118,83,83,199,
199,199,83,83,83,83,191,191,191,191,191,83,83,83,199,199,
199,83,83,83,83,83,83,83,83,83,83,83,83,199,199,199,
83,191,191,83,191,191,118,191,191,191,191,191,83,83,83,199,
83,191,83,118,191,191,191,118,191,191,191,83,191,191,191,83,
199,83,83,118,191,191,118,118,191,191,191,118,83,191,191,83,
199,83,83,83,118,118,191,191,191,191,118,118,83,83,83,199,
83,191,191,118,83,199,199,199,83,191,191,191,118,83,199,199,
83,83,83,83,199,199,199,199,199,83,83,83,83,83,83,199,


